skill_path,current_state,recommended_level,reasoning,blast_radius,complexity,autonomy_assumed,estimated_time,next_steps
.claude/skills/pixel-art-retro-style/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 102 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/plan-and-think/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 178 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,human-required,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is human-required. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/prd-generator/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 313 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/preserve-session/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 90 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/process-inbox/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 95 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/prompt-engineering/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 225 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/prompting-beautiful-ui/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 534 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/prototype-scaffold/SKILL.md,Has 1 of 9 intent-spec sections present. Approximately 288 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/python-automation/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 205 lines of content; complexity is autonomous-loop; blast radius is medium.,L3-full,"Driven by autonomous loop: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",medium,autonomous-loop,full-autonomous,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=full-autonomous to start the rewrite. | Inject the Zero-Interaction Mandate explicitly into Stop Rules — this skill runs without a human in the loop. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/react-native-animations/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 295 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/react-vite-tailwind/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 252 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/remotion-advanced/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 329 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/remotion-claude-config/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 224 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/remotion-data-viz/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 292 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/remotion-fundamentals/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 270 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/remotion-social-output/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 192 lines of content; complexity is autonomous-loop; blast radius is medium.,L3-full,"Driven by autonomous loop: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",medium,autonomous-loop,full-autonomous,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=full-autonomous to start the rewrite. | Inject the Zero-Interaction Mandate explicitly into Stop Rules — this skill runs without a human in the loop. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/remotion-transitions/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 236 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/remotion-troubleshooting/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 257 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/remotion-typography/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 299 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/research-synthesis/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 360 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/resume-session/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 81 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,human-required,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/revops-adops-automation/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 282 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,human-required,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/rn-architecture/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 301 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/rn-debug/SKILL.md,Has 1 of 9 intent-spec sections present. Approximately 172 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/script-writing/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 288 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,human-required,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is human-required. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/security-hardening/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 252 lines of content; complexity is autonomous-loop; blast radius is high.,L3-full,"Driven by autonomous loop + high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,autonomous-loop,full-autonomous,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=full-autonomous to start the rewrite. | Inject the Zero-Interaction Mandate explicitly into Stop Rules — this skill runs without a human in the loop. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/shadcn-ui-patterns/SKILL.md,Has 1 of 9 intent-spec sections present. Approximately 1932 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/skill-system-mastery/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 274 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,guarded-autonomous,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=guarded-autonomous to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/sprint-health/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 240 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,human-required,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is human-required. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/sprint-roadmap/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 304 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,guarded-autonomous,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is guarded-autonomous. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/sprite-asset-pipeline/SKILL.md,Has 1 of 9 intent-spec sections present. Approximately 374 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/stakeholder-update/SKILL.md,Has 1 of 9 intent-spec sections present. Approximately 256 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,human-required,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=human-required to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
